testCaseId,queryParameters,operationId,path,httpMethod,headerParameters,pathParameters,formParameters,bodyParameter,statusCode,responseBody
739,apikey=b2e7529f&t=Marathon Man,searchByIdOrTitle,/,GET,,t=Marathon Man,,,200,"{""Title"": ""Marathon Man"", ""Year"": ""1976"", ""Rated"": ""R"", ""Released"": ""08 Oct 1976"", ""Runtime"": ""125 min"", ""Genre"": ""Crime, Drama, Thriller"", ""Director"": ""John Schlesinger"", ""Writer"": ""William Goldman"", ""Actors"": ""Dustin Hoffman, Laurence Olivier, Roy Scheider"", ""Plot"": ""After the shocking murder of his older brother, a New York history student finds himself inexplicably hounded by shadowy government agents on the trail of a Nazi war criminal who is trying to retrieve smuggled diamonds."", ""Language"": ""English, French, German, Spanish, Yiddish"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 Oscar. 4 wins & 11 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYTcwNGYwNzgtNDBlZC00NTI4LTlmNDEtZmU1NTIxMGZmMDIwXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""81%""}, {""Source"": ""Metacritic"", ""Value"": ""64/100""}], ""Metascore"": ""64"", ""imdbRating"": ""7.4"", ""imdbVotes"": ""69,821"", ""imdbID"": ""tt0074860"", ""Type"": ""movie"", ""DVD"": ""21 Jan 2010"", ""BoxOffice"": ""$21,709,020"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
740,apikey=b2e7529f&t=Stay Hungry,searchByIdOrTitle,/,GET,,t=Stay Hungry,,,200,"{""Title"": ""Stay Hungry"", ""Year"": ""1976"", ""Rated"": ""R"", ""Released"": ""10 May 1976"", ""Runtime"": ""102 min"", ""Genre"": ""Comedy, Drama"", ""Director"": ""Bob Rafelson"", ""Writer"": ""Charles Gaines, Bob Rafelson"", ""Actors"": ""Jeff Bridges, Sally Field, Arnold Schwarzenegger"", ""Plot"": ""So-called 'special agent' infiltrates into the gym, which is targeted by a dirty business fraud."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 win & 1 nomination"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMDgyNTcwNzktNzAwZS00YmI1LWJiNzYtZDllNWU4NmM5ZGZkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""67%""}, {""Source"": ""Metacritic"", ""Value"": ""60/100""}], ""Metascore"": ""60"", ""imdbRating"": ""5.6"", ""imdbVotes"": ""4,987"", ""imdbID"": ""tt0075268"", ""Type"": ""movie"", ""DVD"": ""16 Sep 2008"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
741,apikey=b2e7529f&t=Network,searchByIdOrTitle,/,GET,,t=Network,,,200,"{""Title"": ""Network"", ""Year"": ""1976"", ""Rated"": ""R"", ""Released"": ""27 Nov 1976"", ""Runtime"": ""121 min"", ""Genre"": ""Drama"", ""Director"": ""Sidney Lumet"", ""Writer"": ""Paddy Chayefsky"", ""Actors"": ""Faye Dunaway, William Holden, Peter Finch"", ""Plot"": ""A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Won 4 Oscars. 20 wins & 27 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNzY0NjU5ODUtOTAzMC00NTU5LWJkZjctYWMyOWY2MTZmOWM1XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""8.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""91%""}, {""Source"": ""Metacritic"", ""Value"": ""83/100""}], ""Metascore"": ""83"", ""imdbRating"": ""8.1"", ""imdbVotes"": ""169,380"", ""imdbID"": ""tt0074958"", ""Type"": ""movie"", ""DVD"": ""01 Jan 2008"", ""BoxOffice"": ""$23,689,877"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
742,apikey=b2e7529f&t=The Eagle Has Landed,searchByIdOrTitle,/,GET,,t=The Eagle Has Landed,,,200,"{""Title"": ""The Eagle Has Landed"", ""Year"": ""1976"", ""Rated"": ""PG"", ""Released"": ""25 Dec 1976"", ""Runtime"": ""123 min"", ""Genre"": ""Adventure, Drama, Thriller"", ""Director"": ""John Sturges"", ""Writer"": ""Tom Mankiewicz, Jack Higgins"", ""Actors"": ""Michael Caine, Donald Sutherland, Robert Duvall"", ""Plot"": ""A German plot to kidnap Sir Winston Churchill unfolds at the height of World War II."", ""Language"": ""Finnish, English, German, Polish"", ""Country"": ""United Kingdom"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOWQzNzY0MGMtZWY1NC00ZDNkLWEyODAtZmRjNDkwNzgyODY3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""67%""}, {""Source"": ""Metacritic"", ""Value"": ""61/100""}], ""Metascore"": ""61"", ""imdbRating"": ""6.9"", ""imdbVotes"": ""24,262"", ""imdbID"": ""tt0074452"", ""Type"": ""movie"", ""DVD"": ""07 Mar 2017"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
743,apikey=b2e7529f&t=Up!,searchByIdOrTitle,/,GET,,t=Up!,,,200,"{""Title"": ""Fired Up!"", ""Year"": ""2009"", ""Rated"": ""PG-13"", ""Released"": ""20 Feb 2009"", ""Runtime"": ""90 min"", ""Genre"": ""Comedy, Sport"", ""Director"": ""Will Gluck"", ""Writer"": ""Will Gluck"", ""Actors"": ""Eric Christian Olsen, Nicholas D'Agosto, Sarah Roemer"", ""Plot"": ""The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 win"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjE3MDMxMTQ0M15BMl5BanBnXkFtZTcwNTA0MDAyMg@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""25%""}, {""Source"": ""Metacritic"", ""Value"": ""31/100""}], ""Metascore"": ""31"", ""imdbRating"": ""6.1"", ""imdbVotes"": ""45,791"", ""imdbID"": ""tt1083456"", ""Type"": ""movie"", ""DVD"": ""24 Jul 2009"", ""BoxOffice"": ""$17,231,291"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
744,apikey=b2e7529f&t=Murder by Death,searchByIdOrTitle,/,GET,,t=Murder by Death,,,200,"{""Title"": ""Murder by Death"", ""Year"": ""1976"", ""Rated"": ""PG"", ""Released"": ""23 Jun 1976"", ""Runtime"": ""95 min"", ""Genre"": ""Comedy, Crime, Mystery"", ""Director"": ""Robert Moore"", ""Writer"": ""Neil Simon"", ""Actors"": ""Peter Falk, Alec Guinness, Peter Sellers"", ""Plot"": ""Five famous literary detective characters and their sidekicks are invited to a bizarre mansion to solve an even stranger mystery."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""3 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZWJiZjUxNTQtNTI3My00ZjQyLWFjZTEtODJjYzU0ZGYwYzNkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""67%""}, {""Source"": ""Metacritic"", ""Value"": ""62/100""}], ""Metascore"": ""62"", ""imdbRating"": ""7.3"", ""imdbVotes"": ""41,350"", ""imdbID"": ""tt0074937"", ""Type"": ""movie"", ""DVD"": ""01 Apr 2010"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
745,apikey=b2e7529f&t=Silver Streak,searchByIdOrTitle,/,GET,,t=Silver Streak,,,200,"{""Title"": ""Silver Streak"", ""Year"": ""1976"", ""Rated"": ""PG"", ""Released"": ""03 Dec 1976"", ""Runtime"": ""114 min"", ""Genre"": ""Action, Comedy, Crime"", ""Director"": ""Arthur Hiller"", ""Writer"": ""Colin Higgins"", ""Actors"": ""Gene Wilder, Richard Pryor, Jill Clayburgh"", ""Plot"": ""On a long-distance train trip, a man finds romance but also finds himself in danger of being killed, or at least pushed off the train."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 Oscar. 4 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZjlmOWEyNDAtNGY1Yi00MDZiLTlkMDYtMWZkY2UwZTJjZjhiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""76%""}, {""Source"": ""Metacritic"", ""Value"": ""41/100""}], ""Metascore"": ""41"", ""imdbRating"": ""6.9"", ""imdbVotes"": ""21,536"", ""imdbID"": ""tt0075223"", ""Type"": ""movie"", ""DVD"": ""14 Feb 2016"", ""BoxOffice"": ""$51,079,064"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
746,apikey=b2e7529f&t=Assault on Precinct 13,searchByIdOrTitle,/,GET,,t=Assault on Precinct 13,,,200,"{""Title"": ""Assault on Precinct 13"", ""Year"": ""2005"", ""Rated"": ""R"", ""Released"": ""19 Jan 2005"", ""Runtime"": ""109 min"", ""Genre"": ""Action, Crime, Drama"", ""Director"": ""Jean-Fran\u00e7ois Richet"", ""Writer"": ""John Carpenter, James DeMonaco"", ""Actors"": ""Ethan Hawke, Laurence Fishburne, Gabriel Byrne"", ""Plot"": ""A police sergeant must rally the cops and prisoners together to protect themselves on New Year's Eve, just as corrupt policeman surround the station with the intent of killing all to keep their deception in the ranks."", ""Language"": ""English, Serbian"", ""Country"": ""France, United States"", ""Awards"": ""1 win & 2 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTk4OTM3ODU4NF5BMl5BanBnXkFtZTcwNTM0NjcyMQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""59%""}, {""Source"": ""Metacritic"", ""Value"": ""54/100""}], ""Metascore"": ""54"", ""imdbRating"": ""6.3"", ""imdbVotes"": ""81,622"", ""imdbID"": ""tt0398712"", ""Type"": ""movie"", ""DVD"": ""21 Aug 2015"", ""BoxOffice"": ""$20,040,895"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
747,apikey=b2e7529f&t=The Pink Panther Strikes Again,searchByIdOrTitle,/,GET,,t=The Pink Panther Strikes Again,,,200,"{""Title"": ""The Pink Panther Strikes Again"", ""Year"": ""1976"", ""Rated"": ""PG"", ""Released"": ""15 Dec 1976"", ""Runtime"": ""103 min"", ""Genre"": ""Comedy, Crime"", ""Director"": ""Blake Edwards"", ""Writer"": ""Frank Waldman, Blake Edwards"", ""Actors"": ""Peter Sellers, Herbert Lom, Lesley-Anne Down"", ""Plot"": ""After escaping from an insane asylum, the bonkers Charles Dreyfus sends 26 assassins on the trail of the forever bumbling Inspector Clouseau."", ""Language"": ""English"", ""Country"": ""United Kingdom, United States"", ""Awards"": ""Nominated for 1 Oscar. 2 wins & 3 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMDU4MGJhMzQtM2ZmZi00NzlmLTkwNWMtZWNiN2I2NDk0ZGE1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""72%""}, {""Source"": ""Metacritic"", ""Value"": ""60/100""}], ""Metascore"": ""60"", ""imdbRating"": ""7.2"", ""imdbVotes"": ""31,683"", ""imdbID"": ""tt0075066"", ""Type"": ""movie"", ""DVD"": ""12 Jan 2017"", ""BoxOffice"": ""$33,833,201"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
748,apikey=b2e7529f&t=Futureworld,searchByIdOrTitle,/,GET,,t=Futureworld,,,200,"{""Title"": ""Futureworld"", ""Year"": ""1976"", ""Rated"": ""PG"", ""Released"": ""14 Jul 1976"", ""Runtime"": ""108 min"", ""Genre"": ""Sci-Fi, Thriller"", ""Director"": ""Richard T. Heffron"", ""Writer"": ""Mayo Simon, George Schenck"", ""Actors"": ""Peter Fonda, Blythe Danner, Arthur Hill"", ""Plot"": ""Upon uncovering the dirty secret of futuristic theme-park Futureworld, an ex-employee is killed after he tips off two other reporters who decide to do an undercover investigation."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 win & 3 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNTQ1OWM5YjMtYzE5OS00YzFhLWFkYTEtNGJmZmM2Mzc1YzQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""36%""}, {""Source"": ""Metacritic"", ""Value"": ""46/100""}], ""Metascore"": ""46"", ""imdbRating"": ""5.7"", ""imdbVotes"": ""11,699"", ""imdbID"": ""tt0074559"", ""Type"": ""movie"", ""DVD"": ""26 Sep 2010"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
749,apikey=b2e7529f&t=The Shootist,searchByIdOrTitle,/,GET,,t=The Shootist,,,200,"{""Title"": ""The Shootist"", ""Year"": ""1976"", ""Rated"": ""PG"", ""Released"": ""21 Jul 1976"", ""Runtime"": ""100 min"", ""Genre"": ""Drama, Romance, Western"", ""Director"": ""Don Siegel"", ""Writer"": ""Glendon Swarthout, Miles Hood Swarthout, Scott Hale"", ""Actors"": ""John Wayne, Lauren Bacall, Ron Howard"", ""Plot"": ""A dying gunfighter spends his last days looking for a way to die with a minimum of pain and a maximum of dignity."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 Oscar. 1 win & 5 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMDYxNDEwMWEtYjhhNC00ZjUxLTg1NmUtZmFiZTY5OTljMzliXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""83%""}, {""Source"": ""Metacritic"", ""Value"": ""77/100""}], ""Metascore"": ""77"", ""imdbRating"": ""7.6"", ""imdbVotes"": ""26,528"", ""imdbID"": ""tt0075213"", ""Type"": ""movie"", ""DVD"": ""01 Jan 2011"", ""BoxOffice"": ""$8,091,910"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
750,apikey=b2e7529f&t=The Cassandra Crossing,searchByIdOrTitle,/,GET,,t=The Cassandra Crossing,,,200,"{""Title"": ""The Cassandra Crossing"", ""Year"": ""1976"", ""Rated"": ""R"", ""Released"": ""09 Feb 1977"", ""Runtime"": ""129 min"", ""Genre"": ""Drama, Thriller"", ""Director"": ""George P. Cosmatos"", ""Writer"": ""Robert Katz, George P. Cosmatos, Tom Mankiewicz"", ""Actors"": ""Sophia Loren, Richard Harris, Martin Sheen"", ""Plot"": ""Passengers on a European train have been exposed to a deadly disease. Nobody will let them off the train. So what happens next?"", ""Language"": ""English, French, Swedish, German, Italian, Polish"", ""Country"": ""United Kingdom, Italy, West Germany"", ""Awards"": ""1 nomination"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZWNkYjhhNzUtMzBiYi00OWE2LTgxMDUtYzdjMDcxZTEyODUzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""36%""}, {""Source"": ""Metacritic"", ""Value"": ""30/100""}], ""Metascore"": ""30"", ""imdbRating"": ""6.3"", ""imdbVotes"": ""9,792"", ""imdbID"": ""tt0074292"", ""Type"": ""movie"", ""DVD"": ""03 May 2018"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
751,apikey=b2e7529f&t=The Killing of a Chinese Bookie,searchByIdOrTitle,/,GET,,t=The Killing of a Chinese Bookie,,,200,"{""Title"": ""The Killing of a Chinese Bookie"", ""Year"": ""1976"", ""Rated"": ""R"", ""Released"": ""15 Feb 1976"", ""Runtime"": ""135 min"", ""Genre"": ""Crime, Drama, Thriller"", ""Director"": ""John Cassavetes"", ""Writer"": ""John Cassavetes"", ""Actors"": ""Ben Gazzara, Timothy Carey, Seymour Cassel"", ""Plot"": ""A proud strip club owner is forced to come to terms with himself as a man when his gambling addiction gets him in hot water with the mob, who offer him only one alternative."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNTQ0YTcyZGYtOWY5Ny00ZTNkLThjNzItMDk2MGMxNDZjNWQ4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""79%""}, {""Source"": ""Metacritic"", ""Value"": ""65/100""}], ""Metascore"": ""65"", ""imdbRating"": ""7.3"", ""imdbVotes"": ""14,492"", ""imdbID"": ""tt0074749"", ""Type"": ""movie"", ""DVD"": ""18 Feb 2016"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
752,apikey=b2e7529f&t=The Missouri Breaks,searchByIdOrTitle,/,GET,,t=The Missouri Breaks,,,200,"{""Title"": ""The Missouri Breaks"", ""Year"": ""1976"", ""Rated"": ""PG"", ""Released"": ""19 May 1976"", ""Runtime"": ""126 min"", ""Genre"": ""Drama, Western"", ""Director"": ""Arthur Penn"", ""Writer"": ""Thomas McGuane, Robert Towne"", ""Actors"": ""Marlon Brando, Jack Nicholson, Randy Quaid"", ""Plot"": ""Tom Logan is a horse thief. Rancher David Braxton has horses, and a daughter, worth stealing. But Braxton has just hired Lee Clayton, an infamous \""regulator\"", to hunt down the horse thieves; one at a time."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjI5NDY1Mzg5NF5BMl5BanBnXkFtZTcwMTIzODI1NA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""79%""}, {""Source"": ""Metacritic"", ""Value"": ""65/100""}], ""Metascore"": ""65"", ""imdbRating"": ""6.5"", ""imdbVotes"": ""11,910"", ""imdbID"": ""tt0074906"", ""Type"": ""movie"", ""DVD"": ""30 Nov 2016"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
753,apikey=b2e7529f&t=Freaky Friday,searchByIdOrTitle,/,GET,,t=Freaky Friday,,,200,"{""Title"": ""Freaky Friday"", ""Year"": ""2003"", ""Rated"": ""PG"", ""Released"": ""06 Aug 2003"", ""Runtime"": ""97 min"", ""Genre"": ""Comedy, Family, Fantasy"", ""Director"": ""Mark Waters"", ""Writer"": ""Mary Rodgers, Heather Hach, Leslie Dixon"", ""Actors"": ""Jamie Lee Curtis, Lindsay Lohan, Mark Harmon"", ""Plot"": ""An overworked mother and her daughter did not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday."", ""Language"": ""English, Mandarin"", ""Country"": ""United States"", ""Awards"": ""5 wins & 11 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMGRkYzI0MjAtNzY2Ni00MTlkLWFjMjItMDQyODQ2NjYzYmRlXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""88%""}, {""Source"": ""Metacritic"", ""Value"": ""70/100""}], ""Metascore"": ""70"", ""imdbRating"": ""6.3"", ""imdbVotes"": ""150,668"", ""imdbID"": ""tt0322330"", ""Type"": ""movie"", ""DVD"": ""27 May 2016"", ""BoxOffice"": ""$110,230,332"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
754,apikey=b2e7529f&t=The Boy in the Plastic Bubble,searchByIdOrTitle,/,GET,,t=The Boy in the Plastic Bubble,,,200,"{""Title"": ""The Boy in the Plastic Bubble"", ""Year"": ""1976"", ""Rated"": ""Not Rated"", ""Released"": ""12 Nov 1976"", ""Runtime"": ""96 min"", ""Genre"": ""Biography, Drama, Romance"", ""Director"": ""Randal Kleiser"", ""Writer"": ""Douglas Day Stewart, Joe Morgenstern"", ""Actors"": ""John Travolta, Glynnis O'Connor, Robert Reed"", ""Plot"": ""The girl next door makes a teen born with immune deficiencies want to leave his germ-free bubble."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Won 1 Primetime Emmy. 1 win & 3 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjA5MTYyMjc5M15BMl5BanBnXkFtZTcwMjI1OTQyMQ@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}, {""Source"": ""Metacritic"", ""Value"": ""70/100""}], ""Metascore"": ""70"", ""imdbRating"": ""5.7"", ""imdbVotes"": ""5,433"", ""imdbID"": ""tt0074236"", ""Type"": ""movie"", ""DVD"": ""02 Mar 2018"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
755,apikey=b2e7529f&t=The Man Who Fell to Earth,searchByIdOrTitle,/,GET,,t=The Man Who Fell to Earth,,,200,"{""Title"": ""The Man Who Fell to Earth"", ""Year"": ""1976"", ""Rated"": ""R"", ""Released"": ""08 Apr 1976"", ""Runtime"": ""139 min"", ""Genre"": ""Drama, Sci-Fi"", ""Director"": ""Nicolas Roeg"", ""Writer"": ""Paul Mayersberg, Walter Tevis"", ""Actors"": ""David Bowie, Rip Torn, Candy Clark"", ""Plot"": ""An alien must pose as a human to save his dying planet, but a woman and greed of other men create complications."", ""Language"": ""English"", ""Country"": ""United Kingdom"", ""Awards"": ""1 win & 4 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOTVhM2JhZDAtYWMwMS00NjE5LWI5ZTEtNDQxZmIxMzIxYzVlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""80%""}, {""Source"": ""Metacritic"", ""Value"": ""81/100""}], ""Metascore"": ""81"", ""imdbRating"": ""6.6"", ""imdbVotes"": ""28,522"", ""imdbID"": ""tt0074851"", ""Type"": ""movie"", ""DVD"": ""01 Dec 2009"", ""BoxOffice"": ""$100,072"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
756,apikey=b2e7529f&t=The Little Girl Who Lives Down the Lane,searchByIdOrTitle,/,GET,,t=The Little Girl Who Lives Down the Lane,,,200,"{""Title"": ""The Little Girl Who Lives Down the Lane"", ""Year"": ""1976"", ""Rated"": ""PG"", ""Released"": ""26 Jan 1977"", ""Runtime"": ""91 min"", ""Genre"": ""Drama, Horror, Mystery"", ""Director"": ""Nicolas Gessner"", ""Writer"": ""Laird Koenig"", ""Actors"": ""Jodie Foster, Martin Sheen, Alexis Smith"", ""Plot"": ""A thirteen-year-old girl, who lives with her absentee father, befriends a disabled teenage amateur magician and invites him, gradually, into her tenuous struggle against a predatory local neighbor."", ""Language"": ""English, Hebrew"", ""Country"": ""France, Canada"", ""Awards"": ""2 wins & 4 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNjBhZDY3MGItMDVlMS00YjdiLTkzNDAtNzc4NTAyYWU4Y2I3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""93%""}, {""Source"": ""Metacritic"", ""Value"": ""53/100""}], ""Metascore"": ""53"", ""imdbRating"": ""7.0"", ""imdbVotes"": ""17,890"", ""imdbID"": ""tt0074806"", ""Type"": ""movie"", ""DVD"": ""22 Mar 2018"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
